,ACTIVATION_DATE,SUBSCRIPTION_ID,BUNDLE_NAME,REVENUE,PROVINCE,LANGUAGE,Interaction
84245,10/28/2023,3890726995.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
74399,10/23/2023,3890736841.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
36730,10/10/2023,3890774510.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
99096,10/25/2023,3890712144.0,Hourly 50 Onnet Min,10.0,KABUL,Dari,1
1905,10/18/2023,3890809335.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
74891,10/30/2023,3890736349.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
95085,10/21/2023,3890716155.0,Hourly Bundle 400MB,10.0,BAGHLAN,Dari,1
99948,10/10/2023,3890711292.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
36652,10/18/2023,3890774588.0,Hourly Bundle 400MB,10.0,KUNAR,Pashto,1
46865,10/3/2023,3890764375.0,Monthly 550 Min,135.0,BAGHLAN,Pashto,1
32496,10/24/2023,3890778744.0,Monthly 2.5GB Special Offer,250.0,QANDAHAR,Dari,1
68968,10/20/2023,3890742272.0,Hourly Bundle 400MB,50.0,NANGARHAR,Pashto,1
1787,10/12/2023,3890809453.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
86910,10/30/2023,3890724330.0,Hourly Bundle 400MB,20.0,KABUL,Pashto,1
19161,10/26/2023,3890792079.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
71268,10/1/2023,3890739972.0,Hourly Bundle 400MB,20.0,NANGARHAR,Pashto,1
7142,10/16/2023,3890804098.0,Hourly 50 Onnet Min,10.0,KABUL,Dari,1
22609,10/5/2023,3890788631.0,Hourly Bundle 400MB,20.0,NANGARHAR,Pashto,1
89558,10/16/2023,3890721682.0,Daily 200MB Data Bundle,15.0,FARYAB,Dari,1
43647,10/18/2023,3890767593.0,Daily 200MB Data Bundle,30.0,PARWAN,English,1
8645,10/16/2023,3890802595.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
37631,10/12/2023,3890773609.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
30856,10/3/2023,3890780384.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
86309,10/28/2023,3890724931.0,Daily 200MB Data Bundle,15.0,PAKTIKA,Dari,1
80518,10/15/2023,3890730722.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
84803,10/18/2023,3890726437.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
87692,10/4/2023,3890723548.0,Daily 200MB Data Bundle,15.0,BAGHLAN,Dari,1
92991,10/6/2023,3890718249.0,Monthly 2.5GB Special Offer,250.0,SAMANGAN,Dari,1
11295,10/15/2023,3890799945.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
87377,10/4/2023,3890723863.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
61534,10/16/2023,3890749706.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
83483,10/3/2023,3890727757.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
28474,10/3/2023,3890782766.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
41990,10/22/2023,3890769250.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
89541,10/24/2023,3890721699.0,Daily 200MB Data Bundle,15.0,LAGHMAN,Pashto,1
29444,10/13/2023,3890781796.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
77899,10/12/2023,3890733341.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
89475,10/9/2023,3890721765.0,Daily 200MB Data Bundle,75.0,KABUL,Pashto,1
61390,10/15/2023,3890749850.0,Hourly Bundle 400MB,20.0,HERAT,Dari,1
17745,10/6/2023,3890793495.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
45877,10/31/2023,3890765363.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
91112,10/4/2023,3890720128.0,Monthly 1000 Min for 200 Afs Subs,200.0,NANGARHAR,Pashto,1
16756,10/16/2023,3890794484.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
26250,10/19/2023,3890784990.0,Daily 200MB Data Bundle,15.0,FARYAB,Dari,1
5559,10/14/2023,3890805681.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
93109,10/12/2023,3890718131.0,Daily 200MB Data Bundle,30.0,NANGARHAR,Dari,1
89923,10/9/2023,3890721317.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
29587,10/10/2023,3890781653.0,Hourly Bundle 400MB,30.0,TAKHAR,Dari,1
59347,10/15/2023,3890751893.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
17181,10/15/2023,3890794059.0,Hourly Bundle 400MB,10.0,KABUL,English,1
72373,10/18/2023,3890738867.0,Hourly Bundle 400MB,10.0,SAMANGAN,Dari,1
1191,10/25/2023,3890810049.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
45492,10/26/2023,3890765748.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
42578,10/4/2023,3890768662.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
12276,10/7/2023,3890798964.0,Daily 200MB Data Bundle,15.0,FARYAB,Dari,1
85792,10/19/2023,3890725448.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
72414,10/29/2023,3890738826.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
56695,10/13/2023,3890754545.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
2553,10/7/2023,3890808687.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
59041,10/23/2023,3890752199.0,Daily 200MB Data Bundle,45.0,HERAT,Dari,1
54348,10/9/2023,3890756892.0,Daily 200MB Data Bundle,30.0,KHOST,Pashto,1
39872,10/22/2023,3890771368.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
61374,10/7/2023,3890749866.0,Daily 200MB Data Bundle,15.0,GHOR,Dari,1
79060,10/17/2023,3890732180.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
20599,10/18/2023,3890790641.0,Hourly Bundle 400MB,10.0,KUNAR,Pashto,1
47772,10/15/2023,3890763468.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
49669,10/25/2023,3890761571.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
87698,10/29/2023,3890723542.0,Hourly Bundle 400MB,50.0,LOGAR,Pashto,1
84394,10/31/2023,3890726846.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
39185,10/15/2023,3890772055.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
81652,10/24/2023,3890729588.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
62895,10/8/2023,3890748345.0,Hourly Bundle 400MB,10.0,HERAT,Dari,1
27475,10/13/2023,3890783765.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
88830,10/17/2023,3890722410.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
21222,10/27/2023,3890790018.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
14839,10/27/2023,3890796401.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
42574,10/2/2023,3890768666.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
44038,10/17/2023,3890767202.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
97525,10/16/2023,3890713715.0,Hourly Bundle 400MB,10.0,GHAZNI,Dari,1
37592,10/5/2023,3890773648.0,Hourly Bundle 400MB,20.0,LAGHMAN,Pashto,1
60228,10/12/2023,3890751012.0,Hourly Bundle 400MB,10.0,BAGHLAN,Pashto,1
98081,10/7/2023,3890713159.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
16139,10/26/2023,3890795101.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
74959,10/4/2023,3890736281.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
34731,10/22/2023,3890776509.0,Hourly Bundle 400MB,10.0,NANGARHAR,Dari,1
36248,10/2/2023,3890774992.0,Daily 200MB Data Bundle,15.0,LAGHMAN,Dari,1
18067,10/12/2023,3890793173.0,Monthly 550 Min,135.0,PARWAN,Dari,1
61939,10/14/2023,3890749301.0,Hourly Bundle 400MB,30.0,PARWAN,Dari,1
65813,10/22/2023,3890745427.0,Monthly 550 Min,135.0,LAGHMAN,Dari,1
48315,10/15/2023,3890762925.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
66658,10/9/2023,3890744582.0,Hourly Bundle 400MB,10.0,PARWAN,Dari,1
16632,10/22/2023,3890794608.0,Hourly Bundle 400MB,20.0,PARWAN,Dari,1
69352,10/17/2023,3890741888.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
87462,10/13/2023,3890723778.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
57362,10/15/2023,3890753878.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
76031,10/2/2023,3890735209.0,Hourly Bundle 400MB,10.0,LAGHMAN,Pashto,1
54304,10/9/2023,3890756936.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
88854,10/19/2023,3890722386.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
42210,10/29/2023,3890769030.0,Hourly Bundle 400MB,10.0,KAPISA,Pashto,1
91941,10/28/2023,3890719299.0,Daily 200MB Data Bundle,45.0,KABUL,Dari,1
51789,10/29/2023,3890759451.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
1596,10/17/2023,3890809644.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
73783,10/29/2023,3890737457.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
43423,10/1/2023,3890767817.0,Hourly Bundle 400MB,60.0,KABUL,Dari,1
50232,10/6/2023,3890761008.0,Hourly Bundle 400MB,20.0,KABUL,Pashto,1
15328,10/1/2023,3890795912.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
52896,10/18/2023,3890758344.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
11777,10/6/2023,3890799463.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
40869,10/13/2023,3890770371.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
99888,10/14/2023,3890711352.0,Daily 200MB Data Bundle,15.0,PARWAN,Dari,1
40144,10/26/2023,3890771096.0,Hourly Bundle 400MB,30.0,KABUL,Pashto,1
50772,10/23/2023,3890760468.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
37993,10/13/2023,3890773247.0,Daily 200MB Data Bundle,15.0,FARYAB,Dari,1
41974,10/7/2023,3890769266.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
90666,10/30/2023,3890720574.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
82610,10/18/2023,3890728630.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
15928,10/6/2023,3890795312.0,Monthly 550 Min,135.0,KABUL,Dari,1
19686,10/16/2023,3890791554.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
69379,10/12/2023,3890741861.0,Monthly 550 Min,135.0,KABUL,Dari,1
30923,10/10/2023,3890780317.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
4076,10/27/2023,3890807164.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
86904,10/13/2023,3890724336.0,Hourly Bundle 400MB,10.0,KONDUZ,Pashto,1
8540,10/27/2023,3890802700.0,Hourly Bundle 400MB,10.0,GHAZNI,Dari,1
87947,10/14/2023,3890723293.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
71812,10/17/2023,3890739428.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
26730,10/17/2023,3890784510.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
67863,10/24/2023,3890743377.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
80472,10/4/2023,3890730768.0,Hourly Bundle 400MB,10.0,LAGHMAN,Pashto,1
38850,10/9/2023,3890772390.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
98984,10/26/2023,3890712256.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
87067,10/19/2023,3890724173.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
78463,10/31/2023,3890732777.0,Daily 200MB Data Bundle,15.0,LOGAR,Dari,1
39273,10/8/2023,3890771967.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
58852,10/23/2023,3890752388.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
526,10/15/2023,3890810714.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
79605,10/6/2023,3890731635.0,Hourly Bundle 400MB,60.0,NANGARHAR,Pashto,1
4857,10/12/2023,3890806383.0,Monthly 550 Min,135.0,NANGARHAR,Pashto,1
57660,10/29/2023,3890753580.0,Daily 200MB Data Bundle,15.0,BAMYAN,Dari,1
28703,10/2/2023,3890782537.0,Monthly 1000 Min for 200 Afs Subs,200.0,KABUL,Dari,1
59384,10/5/2023,3890751856.0,Monthly 2.5GB Special Offer,250.0,FARYAB,Dari,1
69850,10/1/2023,3890741390.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
88640,10/13/2023,3890722600.0,Hourly Bundle 400MB,20.0,KABUL,Pashto,1
62188,10/13/2023,3890749052.0,Hourly 50 Onnet Min,10.0,NANGARHAR,Dari,1
60865,10/2/2023,3890750375.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
52380,10/29/2023,3890758860.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
138,10/18/2023,3890811102.0,Hourly Bundle 400MB,20.0,KABUL,Pashto,1
41004,10/15/2023,3890770236.0,Daily 200MB Data Bundle,15.0,LOGAR,Dari,1
72498,10/5/2023,3890738742.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
13981,10/17/2023,3890797259.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
52430,10/23/2023,3890758810.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
45968,10/3/2023,3890765272.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
38524,10/16/2023,3890772716.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
94432,10/19/2023,3890716808.0,Hourly Bundle 400MB,10.0,JOZJAN,Dari,1
3815,10/18/2023,3890807425.0,Monthly 550 Min,135.0,KABUL,English,1
63272,10/22/2023,3890747968.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
45695,10/20/2023,3890765545.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
25743,10/2/2023,3890785497.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
89443,10/28/2023,3890721797.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
6458,10/17/2023,3890804782.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
42771,10/30/2023,3890768469.0,Hourly Bundle 400MB,10.0,TAKHAR,Dari,1
52952,10/28/2023,3890758288.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
48213,10/5/2023,3890763027.0,Monthly 550 Min,135.0,KABUL,Dari,1
9535,10/12/2023,3890801705.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
68404,10/17/2023,3890742836.0,Hourly Bundle 400MB,10.0,BADAKHSHAN,Pashto,1
25175,10/25/2023,3890786065.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
7758,10/22/2023,3890803482.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
83805,10/11/2023,3890727435.0,Hourly Bundle 400MB,20.0,BALKH,Dari,1
37905,10/1/2023,3890773335.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
42911,10/20/2023,3890768329.0,Daily 200MB Data Bundle,30.0,KHOST,Dari,1
91202,10/14/2023,3890720038.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
96848,10/23/2023,3890714392.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
16988,10/31/2023,3890794252.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
6344,10/27/2023,3890804896.0,Hourly 50 Onnet Min,10.0,JOZJAN,Dari,1
25916,10/4/2023,3890785324.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
93385,10/20/2023,3890717855.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
92468,10/6/2023,3890718772.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
12093,10/18/2023,3890799147.0,Hourly Bundle 400MB,50.0,LAGHMAN,Pashto,1
62165,10/29/2023,3890749075.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
16959,10/14/2023,3890794281.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
86795,10/15/2023,3890724445.0,Monthly 550 Min,135.0,KABUL,Dari,1
82393,10/10/2023,3890728847.0,Daily 200MB Data Bundle,15.0,BAGHLAN,Dari,1
95848,10/31/2023,3890715392.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
98749,10/23/2023,3890712491.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
25663,10/8/2023,3890785577.0,Hourly Bundle 400MB,40.0,KHOST,Pashto,1
13490,10/7/2023,3890797750.0,Daily 200MB Data Bundle,15.0,TAKHAR,Dari,1
8568,10/31/2023,3890802672.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
60526,10/27/2023,3890750714.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
64114,10/1/2023,3890747126.0,Daily 200MB Data Bundle,45.0,KABUL,Dari,1
42826,10/14/2023,3890768414.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
85826,10/11/2023,3890725414.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
24064,10/5/2023,3890787176.0,Daily 200MB Data Bundle,15.0,KUNAR,Pashto,1
15506,10/8/2023,3890795734.0,Daily 200MB Data Bundle,17.0,HERAT,Dari,1
84993,10/17/2023,3890726247.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
62826,10/30/2023,3890748414.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
69520,10/15/2023,3890741720.0,Hourly Bundle 400MB,10.0,NANGARHAR,Dari,1
34208,10/12/2023,3890777032.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
31892,10/14/2023,3890779348.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
51170,10/24/2023,3890760070.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
86434,10/5/2023,3890724806.0,Hourly Bundle 400MB,10.0,BALKH,Pashto,1
34036,10/10/2023,3890777204.0,Monthly 2.5GB Special Offer,250.0,JOZJAN,Dari,1
63082,10/10/2023,3890748158.0,Daily 200MB Data Bundle,15.0,WARDAK,Pashto,1
32413,10/29/2023,3890778827.0,Hourly Bundle 400MB,10.0,GHAZNI,Dari,1
86445,10/17/2023,3890724795.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
95699,10/31/2023,3890715541.0,Daily 200MB Data Bundle,30.0,KONDUZ,Dari,1
3528,10/14/2023,3890807712.0,Hourly Bundle 400MB,10.0,KHOST,Pashto,1
30910,10/25/2023,3890780330.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
98875,10/9/2023,3890712365.0,Monthly 550 Min,135.0,JOZJAN,Dari,1
44188,10/25/2023,3890767052.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
67513,10/13/2023,3890743727.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
90892,10/13/2023,3890720348.0,Daily 200MB Data Bundle,30.0,FARYAB,Dari,1
85227,10/28/2023,3890726013.0,Hourly 50 Onnet Min,10.0,TAKHAR,Dari,1
56213,10/8/2023,3890755027.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
49153,10/27/2023,3890762087.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
77676,10/7/2023,3890733564.0,Hourly Bundle 400MB,20.0,LAGHMAN,Pashto,1
73981,10/29/2023,3890737259.0,Daily 200MB Data Bundle,15.0,KUNAR,Pashto,1
35378,10/30/2023,3890775862.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
72144,10/8/2023,3890739096.0,Hourly Bundle 400MB,20.0,WARDAK,Pashto,1
1080,10/6/2023,3890810160.0,Hourly Bundle 400MB,10.0,PAKTIA,Pashto,1
58951,10/11/2023,3890752289.0,Hourly Bundle 400MB,10.0,KABUL,English,1
93700,10/2/2023,3890717540.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
80457,10/9/2023,3890730783.0,Monthly 550 Min,135.0,KABUL,Pashto,1
523,10/31/2023,3890810717.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
60368,10/23/2023,3890750872.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
63190,10/7/2023,3890748050.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
58890,10/19/2023,3890752350.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
91249,10/14/2023,3890719991.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
67745,10/9/2023,3890743495.0,Hourly Bundle 400MB,10.0,HERAT,Dari,1
64808,10/14/2023,3890746432.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
13907,10/5/2023,3890797333.0,Monthly 550 Min,135.0,LAGHMAN,Dari,1
26244,10/15/2023,3890784996.0,Monthly 20GB for 999AFN,999.0,NANGARHAR,Pashto,1
77082,10/4/2023,3890734158.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
39483,10/1/2023,3890771757.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
63148,10/16/2023,3890748092.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
66800,10/20/2023,3890744440.0,Daily 200MB Data Bundle,15.0,FARYAB,Dari,1
77418,10/29/2023,3890733822.0,Daily 200MB Data Bundle,15.0,KHOST,Pashto,1
57715,10/15/2023,3890753525.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
41761,10/8/2023,3890769479.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
26917,10/19/2023,3890784323.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
9456,10/28/2023,3890801784.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
11751,10/15/2023,3890799489.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
52977,10/8/2023,3890758263.0,Daily 200MB Data Bundle,15.0,WARDAK,Pashto,1
93717,10/2/2023,3890717523.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
49972,10/3/2023,3890761268.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
45353,10/21/2023,3890765887.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
5566,10/26/2023,3890805674.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
38000,10/12/2023,3890773240.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
1410,10/19/2023,3890809830.0,Daily 200MB Data Bundle,15.0,KHOST,Dari,1
90569,10/12/2023,3890720671.0,Monthly 550 Min,135.0,KABUL,Dari,1
2238,10/2/2023,3890809002.0,Hourly Bundle 400MB,10.0,HERAT,Dari,1
43900,10/10/2023,3890767340.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
17866,10/6/2023,3890793374.0,Daily 200MB Data Bundle,30.0,HERAT,Dari,1
66675,10/31/2023,3890744565.0,Hourly Bundle 400MB,110.0,KONDUZ,Pashto,1
10431,10/13/2023,3890800809.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
28522,10/1/2023,3890782718.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
62776,10/15/2023,3890748464.0,Daily 200MB Data Bundle,30.0,KHOST,Pashto,1
39780,10/16/2023,3890771460.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
71545,10/23/2023,3890739695.0,Monthly 550 Min,135.0,JOZJAN,English,1
15313,10/5/2023,3890795927.0,Daily 200MB Data Bundle,15.0,FARYAB,Dari,1
22060,10/26/2023,3890789180.0,Hourly Bundle 400MB,20.0,BALKH,Dari,1
73153,10/15/2023,3890738087.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
7152,10/29/2023,3890804088.0,Monthly 550 Min,135.0,BADAKHSHAN,Dari,1
48106,10/10/2023,3890763134.0,Daily 200MB Data Bundle,17.0,KABUL,Dari,1
40759,10/17/2023,3890770481.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
23157,10/1/2023,3890788083.0,Monthly 550 Min,120.0,FARYAB,Dari,1
28366,10/22/2023,3890782874.0,Hourly Bundle 400MB,30.0,PARWAN,Dari,1
56755,10/23/2023,3890754485.0,Monthly 2.5GB Special Offer,250.0,TAKHAR,Dari,1
26562,10/27/2023,3890784678.0,Monthly 550 Min,135.0,KABUL,Pashto,1
92715,10/4/2023,3890718525.0,Daily 200MB Data Bundle,45.0,KABUL,Dari,1
65942,10/9/2023,3890745298.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
79430,10/30/2023,3890731810.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
2813,10/31/2023,3890808427.0,Daily 200MB Data Bundle,45.0,LAGHMAN,Pashto,1
87522,10/4/2023,3890723718.0,Daily 200MB Data Bundle,30.0,NANGARHAR,Pashto,1
78235,10/15/2023,3890733005.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
64216,10/30/2023,3890747024.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
80176,10/15/2023,3890731064.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
31770,10/1/2023,3890779470.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
37801,10/14/2023,3890773439.0,Monthly 550 Min,135.0,KABUL,Dari,1
79967,10/23/2023,3890731273.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
99526,10/4/2023,3890711714.0,Monthly 550 Min,135.0,NANGARHAR,Dari,1
48867,10/16/2023,3890762373.0,Daily 200MB Data Bundle,15.0,GHAZNI,Dari,1
18624,10/21/2023,3890792616.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
87844,10/30/2023,3890723396.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
77230,10/19/2023,3890734010.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
830,10/21/2023,3890810410.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
72549,10/3/2023,3890738691.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
96400,10/11/2023,3890714840.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
98704,10/14/2023,3890712536.0,Monthly 550 Min,135.0,NANGARHAR,Pashto,1
89510,10/17/2023,3890721730.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
12749,10/26/2023,3890798491.0,Hourly Bundle 400MB,10.0,HELMAND,Pashto,1
14033,10/9/2023,3890797207.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
98020,10/18/2023,3890713220.0,Monthly 550 Min,135.0,KABUL,Dari,1
91109,10/20/2023,3890720131.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
92551,10/16/2023,3890718689.0,Monthly 550 Min,135.0,JOZJAN,Dari,1
5415,10/24/2023,3890805825.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
69405,10/24/2023,3890741835.0,Hourly Bundle 400MB,10.0,LAGHMAN,Pashto,1
48212,10/11/2023,3890763028.0,Daily 200MB Data Bundle,15.0,LOGAR,Pashto,1
96280,10/18/2023,3890714960.0,Hourly 50 Onnet Min,10.0,KABUL,Dari,1
10038,10/12/2023,3890801202.0,Daily 200MB Data Bundle,15.0,SAR-E-POL,Dari,1
59435,10/1/2023,3890751805.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
